variable,label
URDTP2LC,Trp-P-2 (pg/mL) Comment Code
LBDHI,HIV antibody test result
ORXGH,HPV High Globulin Band result
ORXGL,HPV Low Globulin Band result
ORXH06,HPV Type 6
ORXH11,HPV Type 11
ORXH16,HPV Type 16
ORXH18,HPV Type 18
ORXH26,HPV Type 26
ORXH31,HPV Type 31
ORXH33,HPV Type 33
ORXH35,HPV Type 35
ORXH39,HPV Type 39
ORXH40,HPV Type 40
ORXH42,HPV Type 42
ORXH45,HPV Type 45
ORXH51,HPV Type 51
ORXH52,HPV Type 52
ORXH53,HPV Type 53
ORXH54,HPV Type 54
ORXH55,HPV Type 55
ORXH56,HPV Type 56
ORXH58,HPV Type 58
ORXH59,HPV Type 59
ORXH61,HPV Type 61
ORXH62,HPV Type 62
ORXH64,HPV Type 64
ORXH66,HPV Type 66
ORXH67,HPV Type 67
ORXH68,HPV Type 68
ORXH69,HPV Type 69
ORXH70,HPV Type 70
ORXH71,HPV Type 71
ORXH72,HPV Type 72
ORXH73,HPV Type 73
ORXH81,HPV Type 81
ORXH82,HPV Type 82
ORXH83,HPV Type 83
ORXH84,HPV Type 84
ORXHPC,HPV CP 6108
ORXHPI,HPV Type IS39
ORXHPV,Oral HPV Result
LBXHP2C,Cobas HPV Swab High Risk
LBDRPCR,Roche HPV linear array summary result
LBDRHP,Roche LA high positive globin control
LBDRLP,Roche LA low positive globin control
LBDR06,HPV type 6
LBDR11,HPV type 11
LBDR16,HPV type 16
LBDR18,HPV type 18
LBDR26,HPV type 26
LBDR31,HPV type 31
LBDR33,HPV type 33
LBDR35,HPV type 35
LBDR39,HPV type 39
LBDR40,HPV type 40
LBDR42,HPV type 42
LBDR45,HPV type 45
LBDR51,HPV type 51
LBDR52,HPV type 52
LBDR53,HPV type 53
LBDR54,HPV type 54
LBDR55,HPV type 55
LBDR56,HPV type 56
LBDR58,HPV type 58
LBDR59,HPV type 59
LBDR61,HPV type 61
LBDR62,HPV type 62
LBDR64,HPV type 64
LBDR66,HPV type 66
LBDR67,HPV type 67
LBDR68,HPV type 68
LBDR69,HPV type 69
LBDR70,HPV type 70
LBDR71,HPV type 71
LBDR72,HPV type 72
LBDR73,HPV type 73
LBDR81,HPV type 81
LBDR82,HPV type 82
LBDR83,HPV type 83
LBDR84,HPV type 84
LBDR89,HPV type 89
LBDRPI,HPV type IS39
LBXIN,Insulin (uU/mL)
LBDINSI,Insulin (pmol/L)
URXUIO,"Iodine, urine (ug/L)"
SSKLOTH,Klotho (pg/ml)
WTSH2YR,Blood metal weights
LBXBPB,Blood lead (ug/dL)
LBDBPBSI,Blood lead (umol/L)
LBDBPBLC,Blood lead comment code
LBXBCD,Blood cadmium (ug/L)
LBDBCDSI,Blood cadmium (umol/L)
LBDBCDLC,Blood cadmium comment code
LBXTHG,"Blood mercury, total (ug/L)"
LBDTHGSI,"Blood mercury, total (umol/L)"
LBDTHGLC,"Blood mercury, total comment code"
LBXBSE,Blood selenium (ug/L)
LBDBSESI,Blood selenium (umol/L)
LBDBSELC,Blood selenium comment code
LBXBMN,Blood manganese (ug/L)
LBDBMNSI,Blood manganese (umol/L)
LBDBMNLC,Blood manganese comment code
URXUHG,"Mercury, urine (ug/L)"
URDUHGLC,"Mercury, urine comment code"
LBXIHG,"Mercury, inorganic (ug/L)"
LBDIHGSI,"Mercury, inorganic (umol/L )"
LBDIHGLC,"Mercury, inorganic  comment code"
LBXBGE,"Mercury, ethyl (ug/L)"
LBDBGELC,"Mercury, ethyl comment code"
LBXBGM,"Mercury, methyl (ug/L)"
LBDBGMLC,"Mercury, methyl comment code"
URXUBA,"Barium, urine (ug/L)"
URDUBALC,Urinary Barium comment code
URXUCD,"Cadmium, urine (ug/L)"
URDUCDLC,Urinary Cadmium comment code
URXUCO,"Cobalt, urine (ug/L)"
URDUCOLC,Urinary Cobalt (ug/L) comment code
URXUCS,"Cesium, urine (ug/L)"
URDUCSLC,Urinary Cesium comment code
URXUMO,"Molybdenum, urine (ug/L)"
URDUMOLC,Urinary Molybdenum comment code
URXUMN,"Manganese, urine (ug/L)"
URDUMNLC,Urinary Mn comment code
URXUPB,"Lead, urine (ug/L)"
URDUPBLC,Urinary Lead comment code
URXUSB,"Antimony, urine (ug/L)"
URDUSBLC,Urinary Antimony comment code
URXUSN,"Tin, urine (ug/L)"
URDUSNLC,Tin comment code
URXUSR,"Strontium, urine (ug/L)"
URDUSRLC,Strontium comment code
URXUTL,"Thallium, urine (ug/L)"
URDUTLLC,Urinary Thallium comment code
URXUTU,"Tungsten, urine (ug/L)"
URDUTULC,Urinary Tungsten comment code
URXUUR,"Uranium, urinary (ug/L)"
URDUURLC,Urinary Uranium comment code
LBXMMASI,Methylmalonic Acid (nmol/L)
LBDMMALC,Methylmalonic Acid comment code
LBC028,PCB 28 (pg/g)
LBC028LA,PCB 28 Lipid Adj (ng/g)
LBD028LC,PCB 28 Comment Code
LBC066,PCB 66 (pg/g)
LBC066LA,PCB 66 Lipid Adj (ng/g)
LBD066LC,PCB 66 Comment Code
LBC074,PCB 74 (pg/g)
LBC074LA,PCB 74 Lipid Adj (ng/g)
LBD074LC,PCB 74 Comment Code
LBC099,PCB 99 (pg/g)
LBC099LA,PCB 99 Lipid Adj (ng/g)
LBD099LC,PCB 99 Comment Code
LBC105,PCB 105 (pg/g)
LBC105LA,PCB 105 Lipid Adj (ng/g)
LBD105LC,PCB 105 Comment Code
LBC114,PCB 114 (pg/g)
LBC114LA,PCB 114 Lipid Adj (ng/g)
LBD114LC,PCB 114 Comment Code
LBC118,PCB 118 (pg/g)
LBC118LA,PCB 118 Lipid Adj (ng/g)
LBD118LC,PCB 118 Comment Code
LBC138,PCB 138 (pg/g)
LBC138LA,PCB 138 Lipid Adj (ng/g)
LBD138LC,PCB 138 Comment Code
LBC146,PCB 146 (pg/g)
LBC146LA,PCB 146 Lipid Adj (ng/g)
LBD146LC,PCB 146 Comment Code
LBC153,PCB 153 (pg/g)
LBC153LA,PCB 153 Lipid Adj (ng/g)
LBD153LC,PCB 153 Comment Code
LBC156,PCB 156 (pg/g)
LBC156LA,PCB 156 Lipid Adj (ng/g)
LBD156LC,PCB 156 Comment Code
LBC157,PCB 157 (pg/g)
LBC157LA,PCB 157 Lipid Adj (ng/g)
LBD157LC,PCB 157 Comment Code
LBC167,PCB 167 (pg/g)
LBC167LA,PCB 167 Lipid Adj (ng/g)
LBD167LC,PCB 167 Comment Code
LBC170,PCB 170 (pg/g)
LBC170LA,PCB 170 Lipid Adj (ng/g)
LBD170LC,PCB 170 Comment Code
LBC178,PCB 178 (pg/g)
LBC178LA,PCB 178 Lipid Adj (ng/g)
LBD178LC,PCB 178 Comment Code
LBC180,PCB 180 (pg/g)
LBC180LA,PCB 180 Lipid Adj (ng/g)
LBD180LC,PCB 180 Comment Code
LBC183,PCB 183 (pg/g)
LBC183LA,PCB 183 Lipid Adj (ng/g)
LBD183LC,PCB 183 Comment Code
LBC187,PCB 187 (pg/g)
LBC187LA,PCB 187 Lipid Adj (ng/g)
LBD187LC,PCB 187 Comment Code
LBC189,PCB 189 (pg/g)
LBC189LA,PCB 189 Lipid Adj (ng/g)
LBD189LC,PCB 189 Comment Code
LBC194,PCB 194 (pg/g)
LBC194LA,PCB 194 Lipid Adj (ng/g)
LBD194LC,PCB 194 Comment Code
LBC196,PCB 196 (pg/g)
LBC196LA,PCB 196 Lipid Adj (ng/g)
LBD196LC,PCB 196 Comment Code
LBC199,PCB 199 (pg/g)
LBC199LA,PCB 199 Lipid Adj (ng/g)
LBD199LC,PCB 199 Comment Code
LBC206,PCB 206 (pg/g)
LBC206LA,PCB 206 Lipid Adj (ng/g)
LBD206LC,PCB 206 Comment Code
LBC209,PCB 209 (pg/g)
LBC209LA,PCB 209 Lipid Adj (ng/g)
LBD209LC,PCB 209 Comment Code
WTSOG2YR,OGTT Subsample 2 Year MEC Weight
LBXGLT,Two Hour Glucose(OGTT) (mg/dL)
LBDGLTSI,Two Hour Glucose(OGTT) (mmol/L)
GTDSCMMN,Glucose challenge Administer Time in min
GTDDR1MN,Time from fast glucose & challenge(min)
GTDBL2MN,Time from fasting glucose & OGTT (min)
GTDDR2MN,Time from glucose challenge & OGTT(min)
GTXDRANK,Amount of glucose challenge drank
GTDCODE,Incomplete OGTT Comment Code
URXUP8,Urinary perchlorate (ng/mL)
URDUP8LC,Urinary perchlorate comment code
URXNO3,Urinary nitrate (ng/mL)
URDNO3LC,Urinary nitrate comment code
URXSCN,Urinary thiocyanate (ng/mL)
URDSCNLC,Urinary thiocyanate comment code
WTSB2YR,Subsample B weights
LBXPFDE,Perfluorodecanoic acid (ug/L)
LBDPFDEL,Perfluorodecanoic acid comment
LBXPFHS,Perfluorohexane sulfonic acid (ug/L)
LBDPFHSL,Perfluorohexane sulfonic acid comment
LBXMPAH,2-(N-methyl-PFOSA) acetate (ug/L)
LBDMPAHL,2-(N-methyl-PFOSA) acetate comment
LBXPFBS,Perfluorobutane sulfonic acid (ug/L)
LBDPFBSL,Perfluorobutane sulfonic acid comment
LBXPFHP,Perfluoroheptanoic acid (ug/L)
LBDPFHPL,Perfluoroheptanoic acid comment
LBXPFNA,Perfluorononanoic acid (ug/L)
LBDPFNAL,Perfluorononanoic acid comment
LBXPFUA,Perfluoroundecanoic acid (ug/L)
LBDPFUAL,Perfluoroundecanoic acid comment
LBXPFDO,Perfluorododecanoic acid (ug/L)
LBDPFDOL,Perfluorododecanoic acid comment
URXBP3,Urinary Benzophenone-3 (ng/mL)
URDBP3LC,Urinary Benzophenone-3 comment
URXBPH,Urinary Bisphenol A (ng/mL)
URDBPHLC,Urinary Bisphenol A comment
URXBPF,Urinary Bisphenol F (ug/L)
URDBPFLC,Urinary Bisphenol F comment
URXBPS,Urinary Bisphenol S (ug/L)
URDBPSLC,Urinary Bisphenol S comment
URXTLC,Urinary Triclocarban (ng/mL)
URDTLCLC,Urinary Triclocarban comment
URXTRS,Urinary Triclosan (ng/mL)
URDTRSLC,Urinary Triclosan comment
URXBUP,Butyl paraben (ng/ml)
URDBUPLC,Butyl paraben comment
URXEPB,Ethyl paraben (ng/ml)
URDEPBLC,Ethyl paraben comment
URXMPB,Methyl paraben (ng/ml)
URDMPBLC,Methyl paraben comment
URXPPB,Propyl paraben (ng/ml)
URDPPBLC,Propyl paraben comment
URX14D,"2,5-dichlorophenol (ug/L)"
URD14DLC,"2,5-dichlorophenol comment"
URXDCB,"2,4-dichlorophenol (ug/L)"
URDDCBLC,"2,4-dichlorophenol comment"
LBCBHC,Beta-hexachlorocyclohexane (pg/g)
LBCBHCLA,B-hexachlorocyclohexane Lipid Adj (ng/g)
LBDBHCLC,Beta-hexachlorocyclohexane comment code
LBCHCB,Hexachlorobenzene (pg/g)
LBCHCBLA,Hexachlorobenzene Lipid Adj (ng/g)
LBDHCBLC,Hexachlorobenzene comment code
LBCMIR,Mirex (pg/g)
LBCMIRLA,Mirex Lipid Adj (ng/g)
LBDMIRLC,Mirex comment code
LBCOXY,Oxychlordane (pg/g)
LBCOXYLA,Oxychlordane Lipid Adj (ng/g)
LBDOXYLC,Oxychlordane comment code
LBCPDE,"p,p'-DDE (pg/g)"
LBCPDELA,"p,p'-DDE Lipid Adj (ng/g)"
LBDPDELC,"p,p'-DDE comment code"
LBCPDT,"p,p'-DDT (pg/g)"
LBCPDTLA,"p,p'-DDT Lipid Adj (ng/g)"
LBDPDTLC,"p,p'-DDT comment code"
LBCTNA,trans-Nonachlor (pg/g)
LBCTNALA,trans-Nonachlor Lipid Adj (ng/g)
LBDTNALC,trans-Nonachlor comment code
URXCNP,Mono(carboxynonyl) Phthalate (ng/mL)
URDCNPLC,Mono(carboxynonyl) Phthalate cmt code
URXCOP,Mono(carboxyoctyl) Phthalate (ng/mL)
URDCOPLC,Mono(carboxyoctyl) phthalate cmt code
URXECP,MECP phthalate (ng/mL)
URDECPLC,MECP phthalate comment code
URXMBP,Mono-n-butyl phthalate (ng/mL)
URDMBPLC,Mono-n-butyl phthalate comment code
URXMC1,Mono-(3-carboxypropyl) phthalate (ng/mL)
URDMC1LC,Mono-(3-carboxypropyl) phthalate cmt
URXMEP,Mono-ethyl phthalate (ng/mL)
URDMEPLC,Mono-ethyl phthalate comment code
URXMHH,MEHP phthalate (ng/mL)
URDMHHLC,MEHP phthalate comment code
URXMHNC,MHNCH (ng/mL)
URDMCHLC,MHNCH comment code
URXMHP,Mono-(2-ethyl)-hexyl phthalate (ng/mL)
URDMHPLC,Mono-(2-ethyl)-hexyl phthalate cmt code
URXMIB,Mono-isobutyl phthalate (ng/mL)
URDMIBLC,Mono-isobutyl phthalate comment code
URXMNP,Mono-isononyl phthalate (ng/mL)
URDMNPLC,Mono-isononyl phthalate comment code
URXMOH,MEOH phthalate (ng/mL)
URDMOHLC,MEOH phthalate comment code
URXMZP,Mono-benzyl phthalate (ng/mL)
URDMZPLC,Mono-benzyl phthalate comment code
LBXGLU,Fasting Glucose (mg/dL)
LBDGLUSI,Fasting Glucose (mmol/L)
URXP01,1-Hydroxynaphthalene (ng/L)
URDP01LC,1-Hydroxynaphthalene Comment Code
URXP02,2-Hydroxynaphthalene (ng/L)
URDP02LC,2-Hydroxynaphthalene Comment Code
URXP03,3-Hydroxyfluorene (ng/L)
URDP03LC,3-Hydroxyfluorene Comment Code
URXP04,2-Hydroxyfluorene (ng/L)
URDP04LC,2-Hydroxyfluorene Comment Code
URXP06,1-Hydroxyphenanthrene (ng/L)
URDP06LC,1-Hydroxyphenanthrene Comment Code
URXP10,1-Hydroxypyrene (ng/L)
URDP10LC,1-Hydroxypyrene Comment Code
URXP25,2 & 3-Hydroxyphenanthrene (ng/L)
URDP25LC,2 & 3-Hydroxyphenanthrene Comment Code
WTSB2YRA,Adjusted subsample weight
URXPREG,Pregnancy test result
URX24D,"2,4-D (ug/L)"
URD24DLC,"2,4-D Comment Code"
URXCPM,"3,5,6-trichloropyridinol (ug/L)"
URDCPMLC,"3,5,6-trichloropyridinol Comment Code"
URX4FP,4-fluoro-3-phenoxy-benzoic acid (ug/L)
URD4FPLC,4-fluoro-3-phenoxy-benzoic acid Cmt Code
URXOPM,3-phenoxybenzoic acid (ug/L)
URDOPMLC,3-phenoxybenzoic acid Comment Code
URXOXY,Oxypyrimidine (ug/L)
URDOXYLC,Oxypyrimidine Comment Code
URXPAR,para-Nitrophenol (ug/L)
URDPARLC,para-Nitrophenol Comment Code
URXTCC,Dichlorovnl-dimeth prop carboacid (ug/L)
URDTCCLC,Dichlorovnl-dimeth prop carboacid Code
LBXTST,"Testosterone, total (ng/dL)"
LBDTSTLC,Testosterone comment code
LBXEST,Estradiol (pg/mL)
LBDESTLC,Estradiol Comment Code
LBXSHBG,SHBG (nmol/L)
LBDSHGLC,SHBG Comment Code
LBXSAL,Albumin (g/dL)
LBDSALSI,Albumin (g/L)
LBXSAPSI,Alkaline phosphatase (IU/L)
LBXSASSI,Aspartate aminotransferase AST (U/L)
LBXSATSI,Alanine aminotransferase ALT (U/L)
LBXSBU,Blood urea nitrogen (mg/dL)
LBDSBUSI,Blood urea nitrogen (mmol/L)
LBXSC3SI,Bicarbonate (mmol/L)
LBXSCA,Total calcium (mg/dL)
LBDSCASI,Total calcium (mmol/L)
LBXSCH,Cholesterol (mg/dL)
LBDSCHSI,Cholesterol (mmol/L)
LBXSCK,Creatine Phosphokinase(CPK) (IU/L)
LBXSCLSI,Chloride (mmol/L)
LBXSCR,Creatinine (mg/dL)
LBDSCRSI,Creatinine (umol/L)
LBXSGB,Globulin (g/dL)
LBDSGBSI,Globulin (g/L)
LBXSGL,"Glucose, refrigerated serum (mg/dL)"
LBDSGLSI,"Glucose, refrigerated serum (mmol/L)"
LBXSGTSI,Gamma glutamyl transferase (U/L)
LBXSIR,"Iron, refrigerated serum (ug/dL)"
LBDSIRSI,"Iron, refrigerated serum  (umol/L)"
LBXSKSI,Potassium (mmol/L)
LBXSLDSI,Lactate dehydrogenase (U/L)
LBXSNASI,Sodium (mmol/L)
LBXSOSSI,Osmolality (mmol/Kg)
LBXSPH,Phosphorus (mg/dL)
LBDSPHSI,Phosphorus (mmol/L)
LBXSTB,Total bilirubin (mg/dL)
LBDSTBSI,Total bilirubin (umol/L)
LBXSTP,Total protein (g/dL)
LBDSTPSI,Total protein (g/L)
LBXSTR,"Triglycerides, refrigerated (mg/dL)"
LBDSTRSI,"Triglycerides, refrigerated  (mmol/L)"
LBXSUA,Uric acid (mg/dL)
LBDSUASI,Uric acid (umol/L)
LBXTTG,Tissue transglutaminase(IgA-TTG)
LBXEMA,Endomyseal antibody (IgA EMA)
URXNAL,Urinary Total NNAL (ng/mL)
URDNALLC,Urinary Total NNAL Comment Code
URXNAB,"N'-Nitrosanabasine, urine (ng/mL)"
URDNABLC,N'-Nitrosanabasine (NAB) Comment Code
URXNAT,"N'-Nitrosanatabine, urine (ng/mL)"
URDNATLC,N'-Nitrosanatabine (NAT) Comment Code
URXNNN,"N'-Nitrosonornicotine, urine (ng/mL)"
URDNNNLC,N'-Nitrosonornicotine (NNN) Comment Code
URXUTRI,"Trichomonas, urine"
URXVOL1,The volume of urine collection #1 (mL)
URDFLOW1,Urine #1 Flow Rate (mL/min)
URDTIME1,Minutes b/w last urination  & urine # 1
URXVOL2,The volume of urine collection #2 (mL)
URDFLOW2,Urine #2 Flow Rate (mL/min)
URDTIME2,Minutes b/w urine # 1 & urine # 2
URXVOL3,The volume of urine collection #3 (mL)
URDFLOW3,Urine #3 Flow Rate (mL/min)
URDTIME3,Minutes b/w urine # 2 & urine # 3
LBDB12,Vitamin B12(pg/mL)
LBDB12SI,Vitamin B12 (pmol/L)
URXNDEA,N-Nitrosodiethylamine (NDEA) (ng/L)
URDNDELC,NDEA Comment Code
URXNMEA,N-Nitrosoethylmethylamine (NMEA) (ng/L)
URDMEALC,NMEA Comment Code
URXNMOR,N-Nitrosomorpholine (NMOR) (ng/L)
URDMORLC,NMOR Comment Code
URXNPIP,N-Nitrosopiperidine (NPIP) (ng/L)
URDPIPLC,NPIP Comment Code
URXNPYR,N-Nitrosopyrrolidine (NPYR) (ng/L)
URDPYRLC,NPYR Comment Code
URX1DC,"N-Acel-S-(1,2-dichlorovinl)-L-cys(ng/mL)"
URD1DCLC,"N-acel-S-(1,2-dichlorovinl)-L-cys comt"
URX2DC,"N-acel-S-(2,2-dichlorvinyl)-L-cys(ng/mL)"
URD2DCLC,"N-acel-S-(2,2-dichlorvinyl)-L-cys comt"
URX2MH,2-methylhippuric acid (ng/mL)
URD2MHLC,2-methylhippuric acid comment code
URX34M,3-methipurc acd & 4-methipurc acd(ng/mL)
URD34MLC,3-methipurc acd & 4-methipurc acid comt
URXAAM,N-ace-S-(2-carbamoylethyl)-L-cys(ng/mL)
URDAAMLC,N-ace-S-(2-carbamoylethyl)-L-cys comt
URXAMC,N-ace-S-(N-methlcarbamoyl)-L-cys(ng/mL)
URDAMCLC,N-ace-S-(N-methlcarbamoyl)-L-cys comt
URXATC,2-amnothiazolne-4-carbxylic acid(ng/mL)
URDATCLC,2-amnothiazolne-4-carbxylic acid comt
URXBMA,N-acetyl-S-(benzyl)-L-cysteine(ng/mL)
URDBMALC,N-acetyl-S-(benzyl)-L-cysteine comt
URXBPM,N-acetyl-S-(n-propyl)-L-cysteine(ng/mL)
URDBPMLC,N-acetyl-S-(n-propyl)-L-cysteine comt
URXCEM,N-acetyl-S- (2-carbxyethyl)-L-cys(ng/mL)
URDCEMLC,N-acetyl-S-(2-carbxyethyl)-L-cys comt
URXCYM,N-acetyl-S-(2-cyanoethyl)-L-cyst(ng/mL)
URDCYMLC,N-acetyl-S-(2-cyanoethyl)-L-cyst comt
URXDHB,"N-ace-S- (3,4-dihidxybutl)-L-cys(ng/mL)"
URDDHBLC,"N-ace-S- (3,4-dihidxybutl)-L-cys comt"
URXDPM,N-ace-S-(dimethylphenyl)-L-cys(ng/mL)
URDDPMLC,N-ace-S-(dimethylphenyl)-L-cys comt
URXGAM,N-ac-S-(2-carbmo-2-hydxel)-L-cys(ng/mL)
URDGAMLC,N-ac-S-(2-carbmo-2-hydxel)-L-cys comt
URXHEM,N-ace-S-(2-hydroxyethyl)-L-cys(ng/mL)
URDHEMLC,N-ace-S-(2-hydroxyethyl)-L-cys comt
URXHP2,N-ace-S-(2-hydroxypropyl)-L-cys(ng/mL)
URDHP2LC,N-ace-S-(2-hydroxypropyl)-L-cys comt
URXHPM,N-ace-S-(3-hydroxypropyl)-L-cys(ng/mL)
URDHPMLC,N-ace-S-(3-hydroxypropyl)-L-cys comt
URXMAD,Mandelic acid(ng/mL)
URDMADLC,Mandelic acid comment code
URXMB1,N-A-S-(1-hydrxMet)-2-Prpn)-L-cys(ng/mL)
URDMB1LC,N-A-S-(1-hydrxmet)-2-Prpn)-L-cys comt
URXMB2,N-Ac-S-(2-hydrxy-3-butnyl)-L-cys(ng/mL)
URDMB2LC,N-Ac-S-(2-hydrxy-3-butnyl)-L-cys comt
URXMB3,N-A-S-(4-hydrxy-2butn-l-yl)-L-cys(ng/mL)
URDMB3LC,N-A-S-(4-hydrxy-2butn-l-yl)-L-cys comt
URXPHE,N-ace-S-(phenl-2-hydxyetl)-L-cys(ng/mL)
URDPHELC,N-ace-S-(phenl-2-hydxyetl)-L-cys comt
URXPHG,Phenylglyoxylic acid(ng/mL)
URDPHGLC,Phenylglyoxylic acid comment code
URXPMA,N-acetyl-S-(phenyl)-L-cysteine(ng/mL)
URDPMALC,N-acetyl-S-(phenyl)-L-cysteine comt
URXPMM,N-A-S-(3-hydrxprpl-1-metl)-L-cys(ng/mL)
URDPMMLC,N-A-S-(3-hydrxprpl-1-metl)-L-cys comt
URXTCV,N-acetyl-S-(trichlorovinyl)-L-cys(ng/mL)
URDTCVLC,N-acetyl-S-(trichlorovinyl)-L-cys comt
URXTTC,2-thoxothazlidne-4-carbxylic acid(ng/mL)
URDTTCLC,2-thoxothazlidne-4-carbxylic comt
WTSVS2YR,VOC Smoking Subsample Weight
LBX2DF,"Blood 2,5-Dimethylfuran (ng/mL)"
LBD2DFLC,"Blood 2,5-Dimethylfuran Comment Code"
LBX4CE,"Blood 1,1,1,2-Tetrachloroethane (ng/mL)"
LBD4CELC,"Blood 1,1,1,2-Tetrachloroethane Cmt Code"
LBXV06,Blood Hexane (ng/mL)
LBDV06LC,Blood Hexane Comment Code
LBXV07N,Blood Heptane (ng/mL)
LBDV07LC,Blood Heptane Comment Code
LBXV08N,Blood Octane (ng/mL)
LBDV08LC,Blood Octane Comment Code
LBXV1D,"Blood 1,2-Dichlorobenzene (ng/mL)"
LBDV1DLC,"Blood 1,2-Dichlorobenzene Comment Code"
LBXV2A,"Blood 1,2-Dichloroethane (ng/mL)"
LBDV2ALC,"Blood 1,2-Dichloroethane Comment Code"
LBXV3B,"Blood 1,3-Dichlorobenzene (ng/mL)"
LBDV3BLC,"Blood 1,3-Dichlorobenzene Comment Code"
LBXV4C,Blood Tetrachloroethene (ng/mL)
LBDV4CLC,Blood Tetrachloroethene Comment Code
LBXVBF,Blood Bromoform (ng/mL)
LBDVBFLC,Blood Bromoform Comment Code
LBXVBM,Blood Bromodichloromethane (ng/mL)
LBDVBMLC,Blood Bromodichloromethane Comment Code
LBXVBZ,Blood Benzene (ng/mL)
LBDVBZLC,Blood Benzene Comment Code
LBXVC6,Blood Cyclohexane (ng/mL)
LBDVC6LC,Blood Cyclohexane Comment Code
LBXVCB,Blood Chlorobenzene (ng/mL)
LBDVCBLC,Blood Chlorobenzene Comment Code
LBXVCF,Blood Chloroform (ng/mL)
LBDVCFLC,Blood Chloroform Comment Code
LBXVCM,Blood Dibromochloromethane (ng/mL)
LBDVCMLC,Blood Dibromochloromethane Comment Code
LBXVCT,Blood Carbon Tetrachloride (ng/mL)
LBDVCTLC,Blood Carbon Tetrachloride Comment Code
LBXVDB,"Blood 1,4-Dichlorobenzene (ng/mL)"
LBDVDBLC,"Blood 1,4-Dichlorobenzene Comment Code"
LBXVDE,"Blood 1,2-Dibromoethane (ng/mL)"
LBDVDELC,"Blood 1,2-Dibromoethane Comment Code"
LBXVDEE,Blood Diethyl Ether (ng/mL)
LBDVEELC,Blood Diethyl Ether Comment Code
LBXVDX,"Blood 1,4-Dioxane (ng/mL)"
LBDVDXLC,"Blood 1,4-Dioxane Comment Code"
LBXVEA,Blood Ethyl Acetate (ng/mL)
LBDVEALC,Blood Ethyl Acetate Comment Code
LBXVEB,Blood Ethylbenzene (ng/mL)
LBDVEBLC,Blood Ethylbenzene Comment Code
LBXVEC,Blood Chloroethane (ng/mL)
LBDVECLC,Blood Chloroethane Comment Code
LBXVFN,Blood Furan (ng/mL)
LBDVFNLC,Blood Furan Comment Code
LBXVIPB,Blood Isopropylbenzene (ng/mL)
LBDVIPLC,Blood Isopropylbenzene Comment Code
LBXVMC,Blood Methylene Chloride (ng/mL)
LBDVMCLC,Blood Methylene Chloride Comment Code
LBXVME,Blood MTBE (ng/mL)
LBDVMELC,Blood MTBE Comment Code
LBXVMCP,Blood Methylcyclopentane (ng/mL)
LBDVMPLC,Blood Methylcyclopentane Comment Code
LBXVNB,Blood Nitrobenzene (ng/mL)
LBDVNBLC,Blood Nitrobenzene Comment Code
LBXVOX,Blood o-Xylene (ng/mL)
LBDVOXLC,Blood o-Xylene Comment Code
LBXVTC,Blood Trichloroethene (ng/mL)
LBDVTCLC,Blood Trichloroethene Comment Code
LBXVTE,"Blood 1,1,1-Trichloroethane (ng/mL)"
LBDVTELC,"Blood 1,1,1-Trichloroethane Comment Code"
LBXVTFT,Blood aaa - Trifluorotoluene (ng/mL)
LBDVFTLC,Blood aaa -Trifluorotoluene Comment Code
LBXVTHF,Blood Tetrahydrofuran (ng/mL)
LBDVHTLC,Blood Tetrahydrofuran Comment Code
LBXVTO,Blood Toluene (ng/mL)
LBDVTOLC,Blood Toluene Comment Code
LBXVTP,"Blood 1,2,3-Trichloropropane (ng/mL)"
LBDVTPLC,"Blood 1,2,3-Trichloropropane Comt Code"
LBXVVB,Blood Vinyl Bromide (ng/mL)
LBDVVBLC,Blood Vinyl Bromide Comment Code
LBXVXY,Blood m-/p-Xylene (ng/mL)
LBDVXYLC,Blood m-/p-Xylene Comment Code
VTQ210,Attached garage?
VTQ220,Private well?
VTQ200A,Store paints or fuels inside home?
VTQ231A,Moth balls or crystals?
VTQ241A,Did you cook with natural gas?
VTQ241B,How long ago did you cook w natural gas?
VTQ244A,Did you pump gas in to your car?
VTQ244B,Long ago did you pump gas in your car?
VTQ265A,Spend 10+ minutes near cigarette smoke?
VTQ265B,Long since being near person smoking?
VTQ271A,"In last 48 hrs, bathe for 5+ minutes?"
VTQ271B,"How long, in hrs, since you bathed?"
VTQ281A,In past 48 hrs breathe paint fumes?
VTQ281B,"How long, since breathed paint fumes?"
VTQ281C,In past 48 hrs breathe diesel fumes?
VTQ281D,"How long, since breathed diesel fumes?"
VTQ281E,Breathe fingernail polish fumes?
VTQ281F,How long since breathed polish fumes?
WTSVOC2Y,VOC Subsample Weight
ACD011A,Speak English at home - NHW or NHB
ACD011B,Speak Spanish at home - NHW or NHB
ACD011C,Speak other language at home -NHW or NHB
ACD040,Language(s) spoken at home - Hispanics
ACD110,Language(s) spoken at home - Asians
ALQ101,Had at least 12 alcohol drinks/1 yr?
ALQ110,Had at least 12 alcohol drinks/lifetime?
ALQ120Q,How often drink alcohol over past 12 mos
ALQ120U,"# days drink alcohol per wk, mo, yr"
ALQ130,Avg # alcoholic drinks/day - past 12 mos
ALQ141Q,# days have 4/5 drinks - past 12 mos
ALQ141U,"# days per week, month, year?"
ALQ151,Ever have 4/5 or more drinks every day?
ALQ160,# days have 4/5 or more drinks in 2 hrs
BPQ020,Ever told you had high blood pressure
BPQ030,Told had high blood pressure - 2+ times
BPD035,Age told had hypertension
